Index,mol_min,NAME,Source,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization,DILI
444,O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)/C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)\C(=C\NN1CCN(CC1)C1CCCC1)\C4=O,Rifapentine,Source Liew,139.41875,0,0,4,6,13,0,6,0,127,6,19,63,42,191.47772,1.5076987,0,0,47,0,0,64,0,4,12,0,0,1.2841179,-2.7846434,-0.50399232,0.55295652,2.7886639,-2.9120817,-0.42881414,0.55025923,2.8412793,-2.5531607,-0.32249358,0.66531211,3.0417507,85.421249,5,0.073529415,6,132,9,68,4,6,0.088235296,117,0,46.075893,37.766376,30.817108,32.678551,29.803364,21.9506,15.703248,17.946283,9,0,0.7429468,23,0,-0.86791438,-0.42108217,0.051117226,3.2752559,-1.1472678,-0.32470986,0.082114071,3.2901666,-0.53389245,-0.19674957,0.16979712,3.5124803,52.372837,22.615625,11.387755,43.76738,18.84267,9.4679985,13.090385,16,6,0,3,4.7030001,-6.4773402,23.309641,1,1,45,0,5,22,6,10.062,-10.065,5.6983886,-5.6983886,0.045506619,0.068630807,335.68793,103.1034,17.077532,17.077532,50.863754,27.65803,0,85.900566,129.15805,0,0,3.8753545,54.267685,41.222076,0.79456222,0.36312121,0.11475464,0.20543776,0.63687879,0.090683125,688.005,314.42374,99.365112,177.8869,551.4682,78.521782,0.43478259,0.76923078,10.062,-10.065,0.065493941,0.080476902,0.62047702,0.21717793,0.14306049,0.37952298,0.78282207,0.2364625,537.26599,188.05261,123.87492,328.62589,677.83929,204.75096,13,1,6,0.065493941,0.080476902,0.58730161,4.7390199,123.05455,30.505575,110.58067,99.143539,78.109917,44.511765,0,112.73156,75.473625,277.09497,23.299259,128.44853,93.28167,78.927391,62.213619,5.2434282,182.96175,98.137779,301.99197,216.66,0.21535175,7.0874629,4.1783767,11.712808,865.89191,1180.495,61.778954,0,0,15.103616,615.6441,48.18737,131.15025,877.04498,17129,121,338,0.11355165,0,0.95975161,1,0.7,1,4,1,4,1,4,9.773303,1,positive
445,Clc1cc(Cl)c(Cl)cc1OP(=S)(OC)OC,Ronnel,Source Mulliner_Liew,34.890343,0,0,2,3,3,0,6,0,24,0,3,16,11,52.529324,2.1887219,0,0,8,3,0,8,0,0,3,1,1,2.6094606,-2.3599365,-0.55296093,0.47170588,2.4129901,-2.2827258,-0.16529836,0.78310388,2.6411705,-2.068047,-0.13708389,0.84653246,2.7528877,22.093657,4,0.25,6,24,0,16,6,4,0.25,18,0,12.344935,12.347511,5.1547008,5.7236147,7.4148326,7.6624966,1.6547005,2.2996597,0,0,1.0480771,8,0,-0.70093584,-0.41009152,-0.063292228,2.1534748,-0.80443555,-0.20645554,0.3126756,2.3865905,-0.48716274,-0.10569505,0.40187487,2.4776011,14.0625,5.5576558,3.495199,19.051645,7.6824312,4.9043922,9.1476841,3,0,1,0,4.2950001,-5.0241699,7.1986756,0,1,6,1,1,4,1,2.964,-2.964,1.3439671,-1.3439671,0.24597809,0.34067151,0,97.677643,0,8.458519,0,0,15.590208,24.509808,88.745842,0,4.6659718,9.3319435,0,33.008488,0.79456377,0.5683285,0.15014954,0.20543623,0.43167153,0.055286694,224.05779,160.26205,42.340431,57.930637,121.72637,15.590208,0.5,1,2.964,-2.964,0.50303644,0.22840756,0.60072148,0.5683285,0.16669622,0.39927855,0.43167153,0.23258233,169.3965,160.26205,47.006401,112.59193,121.72637,65.585526,4,0,1,0.50303644,0.22840756,1,4.5429001,6.9216304,0,56.537235,0,0,70.767738,10.50182,35.286369,0,135.6165,7.0402999,13.843261,6.9216304,0,15.745248,0,35.286369,0,243.83478,59.779999,0.54356444,5,2.8036928,7.7139277,281.98843,306.79803,13.997915,0,0,0,213.69745,48.598694,13.997915,321.548,434,24,78,0.40633994,0,0.034646213,0,0.1,0,0,0,0,0,0,0.54098618,1,positive
446,O(CCCNC(=O)COC(=O)C)c1cc(ccc1)CN1CCCCC1,Roxatidine,Source Mulliner_Liew,57.518204,0,0,2,3,4,0,6,0,53,1,5,25,17,78.263222,1.4766645,0,0,19,0,0,28,0,2,4,0,0,1.5041637,-2.7719285,-0.51234668,0.44416878,2.6820331,-2.7457993,-0.48685056,0.51034796,2.7516649,-2.4999781,-0.3124339,0.62113291,2.9495549,38.997795,9,0.34615386,6,54,2,26,5,11,0.42307693,46,0,17.907566,14.960675,12.380469,13.208896,12.13103,8.9745579,6.0284739,7.0268402,0,0,0.71049392,17,0,-0.85179555,-0.38845927,0.027625695,2.6384642,-1.1626995,-0.31698486,0.0788064,2.7189186,-0.52415425,-0.20161794,0.14205264,2.8881886,21.301775,12.398438,9.4824486,17.483519,10.087208,7.6642008,7.0543957,6,1,1,0,2.3859999,-2.8507299,9.7957697,0,1,12,1,2,11,1,4.2160001,-4.217,2.1886518,-2.1886518,0.11856047,0.16172782,126.17466,57.532902,14.951293,8.6190128,12.949531,14.708499,0,79.20694,33.211121,0,0,0,27.133842,5.1444035,0.84212017,0.38114867,0.085025042,0.15787984,0.61885136,0.072854802,319.69592,144.6963,32.278244,59.936275,234.9359,27.65803,0.47058824,0.8888889,4.2160001,-4.217,0.15630929,0.19207968,0.60164821,0.21996659,0.085025042,0.39835182,0.78003341,0.31332678,228.40503,83.506401,32.278244,151.22717,296.12579,118.94893,9,0,2,0.15630929,0.19207968,1,2.3871,29.010639,16.128561,58.724319,97.171249,3.185575,0,0,70.572739,75.473625,57.009022,9.5529699,58.724319,14.124202,18.01075,8.4290028,0,164.48593,110.1755,33.326015,67.870003,0.41335541,5.7004399,3.8876569,8.9345274,379.6322,490.42361,29.637598,0,0,5.6825762,291.85843,30.161787,35.320175,348.44299,1992,29,116,0.036672425,0,0.64494073,1,0.4,0,0,0,0,0,1,1.0816132,1,positive
447,O1c2cc(ccc2O[C@H]1C)C(C)(C)C,Sacrosidase,Source Mulliner_Liew,33.392689,0,0,1,1,2,0,6,0,30,0,2,14,11,38.187168,1.2729056,0,0,12,0,0,16,0,0,2,0,0,1.9938399,-2.6296787,-0.29887927,0.41505185,2.5827408,-2.5345418,-0.26550096,0.50014317,2.6879947,-2.3688352,-0.14954428,0.62789762,2.8503387,21.323313,0,0,6,31,0,15,4,1,0.06666667,25,0,10.344935,9.1258974,8.3094015,8.9307213,6.4653449,4.9450369,4.0653839,4.8323517,1,0,0.67966497,7,0,-0.7917577,-0.29084688,-0.11188233,2.4909666,-0.94454175,-0.27865177,0.024823857,2.6264944,-0.52300912,-0.14906248,0.1056765,2.7487059,10.515555,3.5387523,2.1728394,8.7738733,2.9080458,1.7648553,1.8224875,2,0,1,0,3.539,-3.862,5.5741143,0,1,10,1,2,1,0,1.318,-1.3200001,0.96761984,-0.96761984,0.17384478,0.32306933,51.184631,17.061544,16.917038,11.154908,0,0,0,45.466026,68.49794,0,0,0,0,5.0075121,0.9767406,0.55261135,0.023259426,0.023259426,0.44738865,0,210.28209,118.97147,5.0075121,5.0075121,96.318123,0,0.42857143,0.75,1.318,-1.3200001,0.4248862,0.27500001,0.92492706,0.20428653,0.023259426,0.075072929,0.79571348,0.051813506,199.12718,43.980762,5.0075121,16.16242,171.30884,11.154908,4,0,2,0.4248862,0.27500001,1,3.1013,21.999775,0,8.5265026,0,3.185575,0,0,52.929554,0,143.79091,5.586,0,21.999775,0,22.198933,0,52.929554,0,133.30406,18.459999,0.61744827,4.9068904,2.614558,7.3113804,215.2896,282.8717,5.0075121,0,0,0,184.18486,14.708499,5.0075121,192.258,287,19,76,0.30827028,0,0.019260064,0,0,0,0,0,0,0,0,0.32753035,0,negative
448,P(O)(O)(=O)CN(CCN(CP(O)(O)=O)CP(O)(O)=O)CP(O)(O)=O,Samarium sm 153 lexidronam,Source Liew,50.239861,0,0,3,5,14,0,0,0,44,12,26,24,6,85.247101,1.9374342,0,0,6,0,0,20,0,2,12,4,0,4.9357448,-2.6638081,-0.57319164,0.50655812,2.7207332,-2.8021021,-1.230845,0.22171646,2.7045629,-2.42082,-0.38162467,0.64706558,2.9682772,59.576141,11,0.47826087,0,43,0,23,11,11,0.47826087,43,0,19.397341,15.714333,4.2426405,4.2426405,10.363704,13.18299,0.5,0.5,0,0,1.0677755,9,0,-0.78413683,-0.44784263,0.068874158,2.6943893,-1.2989957,-0.73169494,-0.024182085,2.6647472,-0.51549554,-0.21071577,0.20860612,2.9171686,24,8.5895061,16.2624,31.364986,11.354699,21.674698,14.839166,14,8,0,2,-6.408,4.4697599,8.5620461,0,1,0,0,0,11,4,10.588,-10.588,4.0277872,-4.0277872,0.074684799,0.084740728,43.446194,0,175.56783,0,0,0,54.667995,0,0,0,0,62.916546,0,79.438049,0.52642965,0.34216845,0.34216845,0.47357032,0.65783155,0.13140188,219.01401,142.3546,142.3546,197.02258,273.68201,54.667995,0.44444445,0.80000001,10.588,-10.588,0.1173026,0.076501697,0.12302916,0.34216845,0.34216845,0.87697083,0.65783155,0.53480238,51.184631,142.3546,142.3546,364.85196,273.68201,222.49738,5,1,0,0.1173026,0.076501697,1,-6.1496,260.1908,6.2486277,0,99.320808,0,0,0,0,0,59.197887,7.8310399,89.735062,176.70438,0,0,0,0,99.320808,59.197887,236.60001,0.40168962,5.523562,3.1468832,8.913249,416.03659,408.44165,0,0,0,0,127.87909,54.667995,188.74963,436.12399,1406,25,118,0.22008675,0,0.0024113497,0,0,0,0,0,0,0,0,0.2224981,0,negative
449,OC(=O)CC[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)Cc1[nH]ccn1)CO)CC(O)=O)[C@H](O)C)Cc1ccccc1)[C@H](O)C)CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(O)=O)C)CO)CO,Secretin,Source Liew,455.81168,0,0,3,5,49,0,11,0,434,57,106,215,93,727.12036,1.6753925,0,0,130,0,0,219,0,43,42,0,0,2.5928433,-2.702487,-0.54779547,0.46621123,2.6996789,-2.9014604,-0.54409742,0.41784897,2.6996684,-2.4502656,-0.35564166,0.64188004,2.9497759,287.22833,105,0.4861111,11,435,36,216,7,135,0.625,388,0,163.18802,123.23774,83.71299,87.5606,100.64222,69.823631,39.980534,42.661724,27,0,0.7817722,84,0,-0.85062373,-0.4321388,0.075542532,3.4355843,-1.3711288,-0.42134905,0.048712783,3.3347406,-0.53492498,-0.2433935,0.18717684,3.6597786,211.03696,116.2458,91.621094,161.14403,88.645828,69.80529,66.440681,85,59,0,3,-11.697,-19.168871,76.906982,0,1,15,0,2,109,5,58.327,-58.327,28.867115,-28.867115,0.0097839218,0.013596181,616.02173,312.75601,103.93164,467.81992,465.82858,58.833996,0,206.3739,323.742,0,0,5.6825762,482.92868,128.47685,0.64009827,0.36162069,0.194518,0.35990173,0.63837928,0.16538371,2030.6451,1147.204,617.08813,1141.7507,2025.1919,524.6626,0.5,1,58.327,-58.327,0.01129837,0.016973272,0.41027674,0.21976456,0.19975349,0.58972329,0.78023541,0.38996977,1301.5602,697.18018,633.69714,1870.8357,2475.2156,1237.1385,42,0,2,0.01129837,0.016973272,1,-17.44408,922.91418,202.6097,892.86298,295.88342,36.389069,37.736813,0,249.3325,415.10492,566.54224,76.418732,763.59094,169.09689,816.2124,118.00001,230.28032,575.48639,380.16666,566.54224,1415.66,0.07642293,8.7548876,6.1058688,15.185905,3172.396,3909.6311,379.87378,0,0,276.93222,1411.0941,495.33774,946.8205,3056.4409,678991,316,1010,0.26608291,0,0.98767108,1,0.6,1,0,0,3,1,3,4.853754,0,negative
450,O=C1C(C)=C(C)C(=O)C([C@H](CCCCCC(O)=O)c2ccccc2)=C1C,Seratrodast,Source Liew,59.264618,0,0,3,4,4,0,6,0,52,2,6,26,19,68.103935,1.3096911,0,0,22,0,0,26,0,0,4,0,0,2.0618081,-2.6688242,-0.5158571,0.48001143,2.6409593,-2.5337067,-0.42185596,0.60052896,2.7811654,-2.4189682,-0.30388933,0.67802966,2.9007332,31.297382,8,0.2962963,6,53,5,27,7,8,0.2962963,42,0,19.26722,15.671594,13.999636,15.26722,12.341112,9.0858145,8.249836,10.031711,1,0,0.70035332,12,0,-0.79308504,-0.41410807,0.058658212,2.8131356,-0.87253898,-0.28603634,0.10571042,2.9136646,-0.53052104,-0.19824189,0.19305076,3.0746875,22.29081,10.518627,5.75,16.971457,7.9148808,4.2903609,5.1664252,4,1,1,0,3.74,-4.8032799,10.270872,0,1,12,1,2,8,1,3.7479999,-3.75,1.8095514,-1.8095514,0.14345413,0.18306606,102.84319,21.326929,0,16.917038,10.324173,14.708499,0,75.854202,78.677147,0,0,0,40.700764,7.7675405,0.80087483,0.5499565,0.1313079,0.19912516,0.45004353,0.067817263,295.6185,202.99965,48.468304,73.500977,166.11983,25.032671,0.5,1,3.7479999,-3.75,0.1758271,0.17333333,0.75504404,0.32722607,0.1313079,0.24495596,0.6727739,0.11364806,278.70148,120.78552,48.468304,90.418015,248.33395,41.949711,6,0,2,0.1758271,0.17333333,0.23076923,4.6100001,0,19.120686,71.586647,25.385227,3.185575,12.7423,4.4107962,88.215919,94.342026,99.978043,10.09918,71.586647,0,25.385227,20.338671,0,182.55795,19.120686,99.978043,71.440002,0.40176207,5.7548876,3.3921709,9.1278257,369.11948,506.09598,27.133842,0,0,0,259.56152,31.625538,54.267685,354.44598,1686,42,128,0.10785186,0,0.2052723,0,0.4,0,0,0,0,0,0,0.71312416,1,positive
451,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](N)Cc1ccc(O)cc1)C)CC(O)=O)C)[C@@H](CC)C)Cc1ccccc1)[C@H](O)C)CC(=O)N)CO)Cc1ccc(O)cc1)CCCNC(N)=N)CCCCN)C(C)C)CC(C)C)CCC(=O)N)CC(C)C)CO)C)CCCNC(N)=N)CCCCN)CC(C)C)CC(C)C)CCC(=O)N)CC(O)=O)[C@@H](CC)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(N)=N)C(=O)N)CO)C,Sermorelin,Source Liew,511.25507,0,0,3,5,48,0,18,0,482,54,102,236,113,799.80566,1.6593479,0,0,149,0,0,246,0,44,42,0,1,1.9476019,-2.7046213,-0.55292445,0.46621153,2.7015405,-2.8993971,-0.53513074,0.39396787,2.7005742,-2.4521308,-0.35564089,0.64186645,2.9513931,317.64093,115,0.48319328,18,484,37,238,8,146,0.6134454,429,0,178.4303,137.32373,95.867325,100.80287,110.88646,79.337456,47.326157,51.597904,31,0,0.76932198,96,0,-0.8505134,-0.41786277,0.073723197,3.4560194,-1.3716737,-0.40872309,0.054200001,3.3633661,-0.53499663,-0.23997597,0.18882021,3.6818895,230.08792,127.24635,96.290817,177.7469,98.186989,74.243408,73.950989,86,62,0,3,-8.2779999,-23.71541,86.467613,0,1,21,0,3,118,5,61.473,-61.473,30.055845,-30.055845,0.0087187402,0.013058442,645.94397,322.38736,136.65501,460.75735,496.97836,29.416998,0,362.44797,390.16425,0,19.760618,0,497.86572,132.89514,0.66893679,0.40143755,0.18046112,0.33106321,0.59856248,0.15060209,2338.1165,1403.1337,630.76086,1157.1562,2092.1392,526.39539,0.5,1,61.473,-61.473,0.010720153,0.016104631,0.4455972,0.23359002,0.18611465,0.55440283,0.76640999,0.36828816,1557.4838,816.46088,650.52148,1937.7891,2678.812,1287.2676,48,0,3,0.010720153,0.016104631,1,-14.34928,1039.6165,189.46928,929.27911,241.42026,40.432297,88.296387,0,324.37729,490.57855,642.57465,85.904121,811.31537,152.31136,734.99518,138.00735,328.97186,776.54517,380.11908,663.77899,1446.9,0.070994735,8.8948174,6.2554107,15.4461,3495.2727,4364.8032,434.14148,0,0,300.3573,1685.2594,490.84671,976.62292,3357.939,901353,355,1112,0.04104878,0,0.99423635,1,0.5,1,0,0,3,1,3,4.535285,0,negative
452,S(O)(=O)(=Nc1ncccn1)c1ccc(N)cc1,Silver sulfadiazine,Source Liew,33.171928,0,0,1,2,5,0,12,0,27,3,8,17,9,51.943401,1.9238297,0,0,10,0,0,10,0,4,2,0,1,1.8481435,-2.2651715,-0.66275233,0.73796946,2.4312375,-2.342108,-0.60809839,0.81342292,2.429739,-1.9606736,-0.51543033,0.8838312,2.7394452,19.750071,3,0.16666667,12,28,0,18,3,3,0.16666667,16,0,12.303119,9.5406494,5.5414519,6.6817985,8.0773172,6.1717448,2.4880338,3.6329932,1,1,0.8460871,10,0,-0.84403282,-0.38696271,0.11683194,2.2676544,-1.3342851,-0.30742559,0.18201417,2.3448238,-0.40698346,-0.20188794,0.23994255,2.5537448,13.432098,5.7600002,3.7288942,10.450126,4.4050279,2.812866,2.7078292,6,3,1,0,-0.28200001,-2.22507,6.4447565,1,1,12,1,2,3,0,5.2199998,-5.2199998,1.5904802,-1.5904802,0.19452786,0.24807832,39.284565,45.539276,17.238026,10.324173,10.105608,0,4.1846013,40.51807,45.746735,0,0,10.208881,0,18.016272,0.82370931,0.47473466,0.1170361,0.17629071,0.52526534,0.059254609,198.65085,114.48996,28.225153,42.515362,126.67625,14.29021,0.5,1,5.2199998,-5.2199998,0.27432951,0.18908046,0.5618872,0.48832604,0.21689864,0.4381128,0.51167393,0.22121416,135.50821,117.76774,52.30862,105.658,123.39847,53.34938,5,0,2,0.27432951,0.18908046,1,1.2298,55.827938,57.656902,7.1271911,0,0,1.5507339,0,139.04964,0,4.6558404,6.4532599,24.085844,56.501812,17.955732,0,4.6558404,155.54182,0,7.1271911,89.099998,0.54234898,5.1699252,3.0228171,7.8626499,241.16621,295.81113,19.440359,0,0,17.742489,130.52563,25.787182,69.199371,250.282,536,23,86,0.013131223,0,0.03394917,0,0,0,0,0,0,0,0,0.047080394,0,negative
453,O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C/C=C/C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@@H](C[C@H]1C[C@@H](OC)[C@H](O)CC1)C,Sirolimus,Source Liew,153.96265,0,0,3,5,12,0,0,0,144,3,15,65,45,197.07111,1.3685493,0,0,51,0,0,79,0,1,13,0,0,1.6237953,-2.8329666,-0.48721117,0.51208436,2.813246,-2.8330843,-0.42144394,0.43149006,2.8616648,-2.5944512,-0.34258419,0.63051718,3.0489113,102.71336,6,0.088235296,0,147,9,68,5,6,0.088235296,138,0,48.172268,40.610729,34.739395,36.059383,30.749584,23.924021,18.553858,20.208853,15,0,0.71239221,21,0,-0.82385641,-0.37859389,0.039430682,3.3729167,-0.98243821,-0.30816215,-0.0082308864,3.3818367,-0.53576142,-0.20535399,0.14012682,3.5895531,57.577854,27.5625,16,50.603405,24.173399,14.012291,18.819328,14,3,0,3,6.8740001,-7.5935502,24.871212,0,1,44,0,3,29,4,9.948,-9.948,5.9145899,-5.9145899,0.050079215,0.065808788,331.65338,122.62852,21.414337,8.458519,32.081062,36.11655,0,128.92557,167.26781,0,0,0,67.834602,35.8214,0.81951976,0.41992086,0.10885929,0.18048026,0.58007914,0.071620971,780.34814,399.8494,103.65601,171.85362,552.35236,68.197609,0.33333334,0.5,9.948,-9.948,0.066244468,0.068355449,0.63940066,0.19071852,0.13923824,0.36059931,0.80928147,0.22136109,608.83844,181.60251,132.58289,343.36331,770.59924,210.78041,14,1,4,0.066244468,0.068355449,0.40000001,6.1806002,76.155678,33.191395,223.57303,18.439579,26.464777,112.52275,0,105.85911,226.42087,233.2821,24.513741,174.31052,79.279991,26.464777,55.633663,0,332.27997,48.50666,339.43372,195.42999,0.20525523,7.0874629,4.1533117,11.824403,952.20178,1283.2635,77.849632,0,0,0,701.26434,56.645889,118.55039,914.18695,19273,115,328,0.10012364,0,0.97203255,1,0.9,1,4,1,4,1,4,9.9721565,1,positive
454,OC(=O)CCCc1ccccc1,Sodium phenylbutyrate,Source Mulliner_Liew,27.205517,1,0,0,1,2,0,6,0,24,2,4,12,9,31.800268,1.3250113,0,0,10,0,0,12,0,0,2,0,0,1.9952642,-2.5198531,-0.56160945,0.61902255,2.5219281,-2.4538267,-0.49749407,0.72024673,2.5987144,-2.2804005,-0.42652762,0.75969911,2.7625844,14.076484,4,0.33333334,6,24,1,12,4,4,0.33333334,17,0,8.8115549,6.8635335,6.0080719,6.8115549,5.7876935,4.0455213,3.6177905,4.6329932,0,0,0.69493246,8,0,-0.77127862,-0.41079915,0.082106143,2.2539954,-0.8725825,-0.29126349,0.14700493,2.3617437,-0.51871085,-0.22237411,0.19672312,2.5136502,10.083333,5.6122451,4.5918369,7.4624853,4.0270343,3.215132,2.504307,2,1,1,0,2.201,-1.8128901,4.8627081,0,1,6,1,1,4,0,2.1140001,-2.1140001,1.0129637,-1.0129637,0.25627521,0.32702786,34.293629,21.326929,0,0,10.324173,14.708499,0,19.611166,61.274521,0,0,0,13.566921,7.7675405,0.74645227,0.55896682,0.11666247,0.25354776,0.44103321,0.13688527,136.50624,102.22015,21.334461,46.367134,80.653229,25.032671,0.5,1,2.1140001,-2.1140001,0.31173131,0.30747399,0.74645227,0.46380463,0.11666247,0.25354776,0.53619534,0.13688527,136.50624,84.81752,21.334461,46.367134,98.055855,25.032671,4,0,1,0.31173131,0.30747399,1,2.0938699,0,7.7454643,23.862217,25.385227,3.185575,18.868406,0,88.215919,37.736813,0,4.70158,23.862217,0,25.385227,3.185575,0,144.82114,7.7454643,0,37.299999,0.65002245,4.5849624,2.8430476,6.8023958,182.87338,236.2877,0,0,0,0,128.6765,14.708499,27.133842,164.20399,233,11,52,0.17200486,0,0.081467345,0,0,0,0,0,0,0,0,0.25347221,1,positive
