Index,mol,P (DILI=Negative),P (DILI=Positive),Prediction (DILI),True_Class_vDILIConcern,Binary_characterization,LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,SMILES,URL (accessed on 1/21/2016),VER_DISP (1=LTKB-BD  2=others),apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization
68,Brc1[nH]c2c(n1)N(C)C(=O)N(C)C2=O,0.38,0.62,Positive,Negative,0,LT02055,11806,pamabrom,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,Brc1[nH]c2c(n1)N(C)C(=O)N(C)C2=O.OCC(N)(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22122002-c367-480b-b9f5-0504f918cc98,2,26.041552,0,0,1,1,4,0,5,0,21,2,6,14,4,42.935696,2.0445571,0,1,7,0,0,7,0,4,2,0,0,2.2137747,-2.4472587,-0.36798069,0.30329221,2.4698887,-2.6250384,-0.13520478,0.46812737,2.3559873,-2.1470752,-0.064319551,0.64208394,2.7646203,16.798449,0,0,5,22,2,15,2,0,0,15,0,10.455666,9.122098,4.5,4.8867512,6.5197444,4.626297,0.5,0.66666669,0,0,1.061314,6,0,-0.80530912,-0.43465257,-0.013282699,2.2698414,-1.0014122,-0.27642301,0.11778732,2.2357099,-0.48448661,-0.13095731,0.25784978,2.5528464,10.515555,3.5387523,1.546875,8.5437155,2.825202,1.218451,1.724123,6,1,1,0,0.171,-2.48645,5.1352997,0,1,10,1,2,0,0,0,0,1.5918406,-1.5918406,0.20923471,0.20546061,72.069695,0,6.6995511,31.043806,0,12.949531,17.440542,43.624847,0,0,0,19.249496,13.566921,0.13689101,0.70780051,0.35325077,0.15201178,0.29219949,0.6467492,0.14018773,153.4379,76.578156,32.953308,63.343384,140.20312,30.390074,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,216.78128,0,0,0,216.78128,0,4,1,2,0,0,1,0.81400001,3.1243138,29.998583,16.78553,0,26.618963,67.991821,0,0,0,72.144234,5.21802,47.724434,19.909843,22.107292,2.7567475,2.3279202,0,10.088739,111.74847,69.300003,0.61744827,4.9068904,2.3509555,7.3554702,216.78128,244.09647,27.133842,0,0,0,118.12332,52.814869,38.498993,259.06299,262,24,76,0.10219834,0.052738041,0.2,0,0,0,0.5064809173341001,0
69,O(CC(CCC)(COC(=O)N)C)C(=O)N,0.43000001,0.56999999,Positive,Negative,0,LT01521,4064,meprobamate,1955,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O(CC(CCC)(COC(=O)N)C)C(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a27d7877-38e4-4437-afd3-3d570c0dead1,2,33.250275,1,0,0,2,2,0,0,0,33,2,4,15,7,52.877029,1.6023343,0,0,9,0,0,18,0,2,4,0,0,4.0607486,-2.7267776,-0.21686563,0.1608631,2.717859,-2.7294538,0.10828967,0.24799719,2.7641521,-2.4947867,0.068504892,0.12242105,2.9473989,24.105726,6,0.42857143,0,32,2,14,6,8,0.5714286,30,0,11.897341,9.1161213,6.3284273,6.4831276,6.8936648,4.7389641,2.767767,2.767767,0,0,0.761042,8,0,-0.79503602,-0.3944478,0.0008630965,2.5386035,-1.3710597,-0.12285861,0.054200001,2.5709138,-0.53116488,-0.12321384,-0.054299999,2.7459948,15,7.3024693,7.875,12.235328,5.8626342,6.2404151,4.782083,6,4,1,0,0.73900002,-1.93705,5.5078449,0,1,0,1,0,6,0,0,0,1.984036,-1.984036,0.18049696,0.17428946,42.653858,46.96413,0,34.476051,0,0,38.399021,8.701313,46.196667,0,0,27.133842,5.0075121,13.302238,0.68100619,0.38176695,0.17289804,0.31899378,0.61823308,0.14609574,178.99202,100.34158,45.443592,83.842613,162.49306,38.399021,0.5,1,0,0,0,0,1,0,0,0,1,0,262.83463,0,0,0,262.83463,0,4,0,0,0,0,1,0.98339999,65.794373,14.633273,21.999775,41.852516,0,0,0,0,37.736813,114.37646,5.4085798,69.724205,0,0,0,65.794373,37.736813,56.48579,66.652031,104.64,0.54200274,4.8073549,2.8906834,7.5154071,262.83463,286.7818,27.133842,0,0,35.484978,134.55084,43.406532,62.61882,218.25299,406,16,64,0.26769561,0.0065414663,0,0,0,1,1.0096973367034,0
70,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2ncnc(N)c2nc1,0.37,0.63,Positive,Negative,0,LT01047,60961,adenosine,1989,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2ncnc(N)c2nc1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca4520ad-7f42-4632-8065-5b88a0ca7f2f,2,34.976311,0,0,2,3,7,0,9,0,32,4,11,19,5,59.065361,1.8457925,0,0,10,0,0,13,0,5,4,0,0,1.733572,-2.5108883,-0.68671495,0.75709182,2.7699709,-2.7103441,-0.71318597,0.5671671,2.6370289,-2.3198552,-0.47249556,0.85498631,2.9579263,21.40769,2,0.095238097,10,34,0,21,4,2,0.095238097,24,0,13.568549,9.787302,5.6712084,6.1627722,9.130229,5.6863751,1.9082483,2.0749149,4,4,0.86836678,9,0,-0.80407888,-0.42974123,0.17337956,2.578685,-1.3347176,-0.53768247,0.036190193,2.5321853,-0.5261125,-0.24114633,0.24749324,2.8051066,13.959184,5.4131112,2.2755556,10.803572,4.125,1.7131481,2.3455122,9,5,1,0,-2.3189399,-0.96267998,6.2680335,1,1,15,1,3,3,1,0,0,2.7484372,-2.7484372,0.076438606,0.14275981,0,40.54361,100.84755,20.586502,30.972517,0,0,0,0,0,0,17.047728,6.6511192,25.806377,0.66807199,0.2041828,0.2041828,0.33192801,0.7958172,0.12774521,161.97766,49.505226,49.505226,80.477745,192.95018,30.972517,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,242.45541,0,0,0,242.45541,0,5,0,3,0,0,1,-1.8845,109.05286,52.25568,30.405836,20.926258,0,0,0,37.430504,6.0398216,2.3279202,6.2855802,10.999887,128.41136,0,25.44577,6.187367,66.468246,20.926258,0,139.53999,0.51875818,5.3923173,2.9318085,8.2141438,242.45541,307.75589,19.551485,0,0,17.742489,54.133583,84.91169,77.994736,267.245,657,32,104,0.054936446,0.027596086,0,0,0,0,0.4666328752649501,0
71,S1CC(N=C1C(N)C(CC)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@H](CC)C)C(=O)NCCCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCN)[C@H](CC)C)Cc1ccccc1)Cc1[nH]cnc1)CC(O)=O)CC(=O)N,0.79000002,0.20999999,Negative,Negative,0,LT02059,439542,bacitracin,1948,No-DILI-Concern,0,No match,,vNo-DILI-Concern,S1C(CN=C1[C@@H](N)C(CC)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H](C(CC)C)C(=O)N[C@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CCCN)C(CC)C)Cc1ccccc1)Cc1[nH]cnc1)CC(O)=O)CC(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=746cdb33-65cb-49db-8642-5bdda7b30de6,1,219.27168,0,0,3,5,15,4,11,2,203,14,29,100,51,334.93677,1.6499348,0,0,66,0,0,103,0,17,16,0,1,1.6319159,-2.7035358,-0.54519206,0.45543513,2.7091599,-3.3076389,-0.48367637,0.38906491,2.6937346,-2.4569154,-0.32437193,0.62940037,2.9593658,137.46832,35,0.33980581,11,206,15,103,7,39,0.37864077,180,0,74.33683,59.149685,42.506977,44.730228,47.386906,35.215019,21.746527,23.581285,15,15,0.76477587,36,0,-0.86297983,-0.38803127,0.079141743,3.3711145,-2.2352622,-0.39591211,0.054200001,3.2816153,-0.64179438,-0.22199959,0.15633883,3.5991619,92.383827,49.210495,33.403419,72.878578,38.723202,26.240044,28.220919,33,20,0,3,-0.53399998,-11.95512,37.389481,0,1,37,0,3,49,5,0,0,12.51996,-12.51996,0.027594026,0.043915451,367.29004,124.1729,54.957912,120.66618,155.39438,0,51.714077,80.520355,228.65857,19.760618,0,5.6825762,168.48563,64.772362,0.69068956,0.39379358,0.16569212,0.30931044,0.60620642,0.1436183,996.02655,567.88013,238.94057,446.04901,874.1955,207.10844,0.5,1,0,0,0,0,1,0,0,0,1,0,1442.0756,0,0,0,1442.0756,0,18,0,4,0,0,1,-5.7806602,382.17651,83.940857,398.64017,54.11272,23.585506,54.522339,0,122.21581,245.28928,298.82767,36.144901,419.43771,33.57106,298.34134,53.725948,32.897186,405.24188,121.26804,298.82767,539.77002,0.14479625,7.6865005,4.8962474,13.02306,1442.0756,1860.3085,222.75331,54.267685,35.484978,115.73581,748.01807,218.2775,349.85428,1422.719,68376,154,484,0.07142204,0.98467165,0.60000002,2,2,0,0.34805924259115,0
72,O=C(N)c1cc2c3C[C@H](NC)CCc3[nH]c2cc1,0.66000003,0.34,Negative,Negative,0,LT01054,77992,frovatriptan,2001,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O=C(N)c1cc2c3C[C@H](NC)CCc3[nH]c2cc1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=294d60f3-005b-40d9-a404-cdd77f62b820,2,40.744274,1,1,0,0,1,0,9,1,36,2,3,18,13,53.000793,1.4722443,0,0,14,0,0,18,0,3,1,0,0,1.7018348,-2.7044299,-0.53343189,0.63563901,2.7141633,-3.4028263,-0.51155412,0.64735782,2.6458635,-2.4992199,-0.42795259,0.75161248,2.9299138,20.635727,2,0.1,10,38,1,20,4,2,0.1,27,0,12.698306,10.49367,8.4307213,9.2840929,8.6858721,6.4151201,4.5116372,5.5993195,1,1,0.71246713,9,1,-0.87470889,-0.34597793,0.13794257,2.7178371,-2.2475657,-0.31368858,0.14375679,2.7321842,-0.6365605,-0.21374431,0.18053272,2.9646034,13.005,5.1747918,2.4000001,9.5758581,3.7355006,1.7071445,1.9872568,4,5,1,0,1.552,-2.2430401,7.095048,0,1,15,1,3,2,0,0,0,2.4848497,-1.4848497,0.13951543,0.24639432,60.811123,56.242352,0,25.857038,12.949531,0,17.238026,47.674564,0,0,0,0,13.566921,6.7880106,0.79039109,0.28213072,0.084415615,0.20960891,0.71786928,0.1251933,190.58508,68.029495,20.354931,50.542488,173.09807,30.187557,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,241.12756,0,0,0,241.12756,0,5,0,3,0,0,0.55555558,0.31724,50.90794,5.2587838,20.767498,0,32.990112,70.633995,0,57.646656,18.868406,0,7.0479002,23.862217,18.01075,16.78553,13.109866,37.614288,109.53477,5.2587838,32.897186,75.489998,0.53921634,5.321928,2.9240994,8.0466852,241.12756,342.91827,13.566921,0,5.6825762,29.107641,155.4747,12.949531,42.674564,244.31799,577,29,98,0.1532664,0.14235054,0,0,0,0,0.2262826487426,0
73,Fc1nc(N)c2ncn(c2n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.28999999,0.70999998,Positive,Negative,0,LT01382,30751,fludarabine,1991,No-DILI-Concern,0,No match,,vNo-DILI-Concern,P(OC[C@H]1O[C@@H](n2c3nc(F)nc(N)c3nc2)[C@@H](O)[C@@H]1O)(O)(O)=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30bac07f-86bd-4a03-8ea1-7ab2d42d3ea3,2,34.866516,0,0,2,3,7,0,9,0,32,4,11,20,6,64.151527,2.0047352,0,0,10,0,1,12,0,5,4,0,0,1.7515098,-2.5108693,-0.67855549,0.75986838,2.77002,-2.7103457,-0.71180427,0.56717074,2.6369901,-2.3198555,-0.47248212,0.85498625,2.9579246,21.517485,2,0.090909094,10,34,0,22,4,2,0.090909094,24,0,14.438793,10.087916,5.5938582,6.0330157,9.5240755,5.8061733,1.9082483,2.0749149,4,4,0.91745478,9,0,-0.80363476,-0.43889606,0.17580996,2.5821691,-1.3347142,-0.53776473,0.040642899,2.5315762,-0.52611285,-0.24114102,0.24749286,2.8049467,14.917356,5.6528926,2.4934359,11.590303,4.3292599,1.8895155,2.508872,9,5,1,0,-1.7989399,-1.8594,6.3299117,1,1,15,1,3,3,1,0,0,2.841898,-2.841898,0.1099608,0.13806492,0,40.54361,75.345238,20.586502,30.972517,0,18.002869,0,0,0,23.273788,5.6825762,6.6511192,25.806377,0.64711237,0.24877548,0.15449794,0.3528876,0.75122452,0.19838966,159.74915,61.41386,38.140072,87.115456,185.45074,48.975388,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,246.86459,0,0,0,246.86459,0,5,1,3,0,0,1,-1.7454,109.05286,52.25568,38.669197,20.926258,0,0,0,20.644976,6.0398216,17.288033,6.2813802,10.999887,143.37148,8.2633629,25.44577,6.187367,49.682716,20.926258,0,139.53999,0.49991596,5.4594316,2.9699318,8.3672571,246.86459,310.89813,19.551485,0,0,17.742489,66.042221,78.124046,77.994736,285.23499,753,34,110,0.046885464,0.050130274,0,0,0,0,0.3673575054854,0
74,Clc1cc2c(cc1)\C(\c1ncccc1CC2)=C\1/CCN(CC/1)C(OCC)=O,0.62,0.38,Negative,Negative,0,LT01498,3957,loratadine,1993,No-DILI-Concern,0,No match,,vNo-DILI-Concern,Clc1cc2c(cc1)C(c1ncccc1CC2)=C1CCN(CC1)C(OCC)=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd21751e-e62f-40f3-a254-f2db7cf9c101,2,60.040237,0,0,2,2,2,0,12,0,50,0,2,27,22,76.043388,1.5208678,0,0,22,1,0,23,0,2,2,0,0,1.4903163,-2.6812871,-0.5199042,0.54333282,2.6337402,-2.7190635,-0.32990497,0.70933062,2.6602275,-2.4089861,-0.27412891,0.77051264,2.903801,31.737761,2,0.06666667,12,53,2,30,3,3,0.1,39,0,18.802753,16.258667,13.413849,14.811191,13.169035,9.9164343,7.3146958,9.048008,0,0,0.74276459,13,0,-0.82861358,-0.37280524,0.011255102,2.8369174,-0.95879191,-0.27813795,0.13196869,2.9225769,-0.51622021,-0.15065485,0.19021273,3.1130643,20.280001,9.212018,4.4518433,16.249695,7.3144426,3.5109806,4.4021282,4,0,1,0,3.8989999,-4.1960502,10.851775,0,1,24,1,4,3,1,0,0,1.6652632,-1.6652632,0.21814933,0.19082262,113.83964,55.773933,0,0,0,0,19.199511,96.94326,56.300293,0,0,13.566921,8.1863317,0,0.88743359,0.48101169,0.059792913,0.11256638,0.51898831,0.052773472,322.85712,174.99681,21.753254,40.952763,188.81308,19.199511,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,363.80991,0,0,0,363.80991,0,7,0,4,0,0,1,4.70503,0,27.22648,10.999887,60.99099,12.313473,40.922386,3.5006065,105.43027,37.736813,96.336876,10.5886,34.862103,19.909843,3.185575,18.999655,0,180.9039,65.122055,72.474655,42.43,0.41024774,5.9068904,3.3899591,9.2298813,363.80991,515.49438,19.249496,0,0,0,306.48584,21.703266,19.249496,382.89099,1772,49,144,0.08063677,0.76645362,0.5,1,0,0,0.11689138133041,0
75,O(N)C(=O)CNC(=O)c1ccccc1,0.51999998,0.47999999,Negative,Negative,0,LT00054,2148,aminohippurate,1944,No-DILI-Concern,0,No match,,vNo-DILI-Concern,OC(=O)CNC(=O)c1ccc(N)cc1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a1975215-25f1-4c5a-878d-bcbf5326bb92,2,27.11393,1,1,0,0,3,0,6,0,24,2,5,14,7,41.535606,1.7306503,0,0,9,0,0,10,0,2,3,0,0,2.1752274,-2.3431866,-0.60494018,0.65045774,2.3747072,-2.6307766,-0.54647791,0.69990325,2.2763009,-2.0706801,-0.45312554,0.78873444,2.6324184,13.44407,3,0.21428572,6,24,2,14,3,5,0.35714287,16,0,10.388906,7.3959532,5.0938582,5.9746914,6.736382,3.9658651,2.5142369,3.5580783,0,0,0.79259646,9,0,-0.81300545,-0.40318823,0.092464879,2.1437728,-1.3526607,-0.32935771,0.14666009,2.1562467,-0.47091764,-0.22137208,0.18712285,2.419852,12.071428,6.4775085,4.3878117,8.3276844,4.3265352,2.8586249,2.5735726,5,3,1,0,0.029999999,-2.0251,5.1278257,1,1,6,1,1,3,0,0,0,1.5877988,-1.5877988,0.18762214,0.21583085,2.2085397,29.857702,13.192325,25.857038,0,27.65803,0,24.509808,36.764713,0,0,17.756165,27.133842,0.13689101,0.64556915,0.5183537,0.21956302,0.35443085,0.48164627,0.13486785,132.39012,106.30141,45.026897,72.684929,98.773636,27.65803,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,205.07506,0,0,0,205.07506,0,5,1,1,0,0,1,-0.16670001,53.52227,13.004248,35.080978,18.439579,27.047791,0,0,88.215919,0,0,4.9054599,58.943195,0,18.01075,3.185575,35.51152,88.215919,31.443827,0,81.419998,0.59167278,4.8073549,2.9468722,7.2778606,205.07506,245.00488,27.133842,0,0,5.6825762,101.55052,33.56039,55.761593,194.19,343,16,62,0.038782157,0.034372177,0,0,0,0,0.7503144145009999,0
76,S(=O)(=O)([O-])CCCCN\1c2c(c3c(cc2)cccc3)C(C)(C)/C/1=C\C=C\C=C\C=C\C1=[N+](c2c(c3c(cc2)cccc3)C1(C)C)CCCCS(O)(=O)=O,0.28,0.72000003,Positive,Negative,0,LT00141,19190,indocyanine green,1959,No-DILI-Concern,0,No match,,vNo-DILI-Concern,S(=O)(=O)([O-])CCCCN1c2c(c3c(cc2)cccc3)C(C)(C)C1=CC=CC=CC=CC1=[N+](c2c(c3c(cc2)cccc3)C1(C)C)CCCCS(=O)(=O)[O-].[Na+],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a24348da-94f8-4c1c-aa8a-a161c01b5cef,2,119.83127,0,0,2,4,0,6,20,1,100,0,0,53,42,150.48079,1.5048078,0,0,43,0,0,47,0,2,6,0,2,1.0237612,-2.6312358,-0.53191423,0.59579134,2.6939745,-2.6393511,-0.4350844,0.69592166,2.7198174,-2.3644071,-0.40193024,0.7346459,2.9523032,70.208733,14,0.24137931,22,105,5,58,6,14,0.24137931,78,0,38.020088,32.419914,26.626509,29.865385,25.09412,21.312351,15.053418,19.237183,0,0,0.73990178,22,-1,-0.94645464,-0.41576868,0.061046589,3.1041358,-0.94733268,-0.33842444,0.14162622,3.1932511,-0.53881615,-0.18883097,0.16246605,3.3744767,42.601665,17.869204,10.003078,35.448479,14.813961,8.2712431,9.9081583,8,0,0,2,10.438,-12.38287,21.251741,0,1,34,0,6,14,4,0,0,3.8240914,-4.8240914,0.055633329,0.096770316,173.25221,81.042336,25.592316,41.246624,6.6995511,0,0,94.004082,209.06401,0,23.025566,0,0,96.049568,0.86299682,0.56287545,0.12807015,0.13700317,0.43712455,0.008933018,647.22711,422.14322,96.049568,102.74912,327.83304,6.6995511,0.5,1,0,0,0,0,1,0,0,0,1,0,749.97626,0,0,0,749.97626,0,11,1,6,0,0,0.33962265,8.3703003,3.1243138,149.1709,16.193399,71.346283,6.37115,2.7567475,0,345.51236,75.473625,138.81755,21.418779,146.41415,0,3.1243138,9.1278973,15.805352,410.69412,74.103035,149.49747,108.67,0.24820232,6.8579812,4.3293009,11.16507,749.97626,1016.3362,96.049568,96.049568,0,0,590.74719,29.725117,96.049568,751.98901,13138,92,290,0.54410493,0.93655258,0.80000001,4,3,1,0.9833965748550001,0
77,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,0.87,0.13,Negative,Negative,0,LT00327,5793,dextrose,1971,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)C1O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=085614c7-ada4-4e2c-87c0-c9bc2f18365a,2,23.373516,0,0,2,4,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,3.9909844,-2.613415,-0.66086477,0.74102122,2.6899571,-2.827276,-0.83183694,0.53391182,2.4648204,-2.4141736,-0.5483579,0.81818831,2.8740621,14.076484,5,0.45454547,0,23,1,11,8,5,0.45454547,22,0,9.7236147,6.2381744,3.5938582,3.7236147,5.5401111,3.3263073,1.7415817,1.8164966,4,4,0.881989,7,0,-0.79282063,-0.42387328,0.20072459,2.3395572,-0.96162623,-0.60689837,-0.0077410173,2.1601646,-0.52581936,-0.27422231,0.2308726,2.5208457,12,5.6122451,3.515625,11.07052,5.1365461,3.1975899,4.7386866,6,5,1,0,-2.941,1.3896101,3.7862496,0,1,0,1,0,5,0,0,0,2.2319779,-2.2319779,0.094290532,0.17579749,0,40.54361,23.885101,18.504883,51.620865,0,0,0,0,0,0,0,13.566921,38.8377,0.44359222,0.28029996,0.28029996,0.55640775,0.71970004,0.27610782,82.933594,52.404621,52.404621,104.02548,134.55446,51.620865,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,186.95908,0,0,0,186.95908,0,4,1,0,0,0,1,-3.3787999,126.92613,0,69.882034,20.926258,0,0,0,0,0,0,3.7177,23.862217,126.92613,0,25.874598,0,0,20.926258,20.14522,118.22,0.61674827,4.4594316,2.5538447,6.8678312,186.95908,204.26103,13.566921,0,0,0,55.892551,22.058474,81.401527,180.15599,206,16,50,0.38435572,0.0053162938,0,0,0,2,1.3470903933052,0
78,O=C1N[C@@H](CC1)C(=O)N[C@@H](Cc1[nH]cnc1)C(=O)N1CCC[C@H]1C(=O)N,0.66000003,0.34,Negative,Negative,0,LT00349,638678,protirelin,1976,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O=C1N[C@@H](CC1)C(=O)N[C@@H](Cc1[nH]cnc1)C(=O)N1CCC[C@H]1C(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af5da799-76bf-415a-9dc7-99c7ddc62bc4,2,52.637447,0,0,3,5,6,0,5,0,48,5,11,26,11,82.46093,1.717936,0,0,16,0,0,22,0,6,4,0,0,1.653765,-2.5698705,-0.5603286,0.47128198,2.7361035,-2.8089406,-0.57183427,0.41871709,2.6875494,-2.3084126,-0.34994772,0.6209659,2.9878752,32.502556,7,0.25,5,50,4,28,4,8,0.2857143,41,0,18.681435,14.234162,9.6293917,10.275657,12.452397,8.6221809,4.5865521,4.9494896,3,3,0.80037409,11,0,-0.84625989,-0.42569044,0.061323211,2.7750428,-1.3706203,-0.41123605,0.052047078,2.679472,-0.52477801,-0.24448046,0.17939959,3.0105486,20.727041,9.4674559,5.2992001,14.956237,6.7351375,3.7316318,3.8743196,10,5,1,0,-2.7160001,-1.65224,9.1997843,0,1,15,1,3,7,1,0,0,3.1327512,-3.1327512,0.07881666,0.11751259,105.22505,38.29847,13.703267,43.095066,51.798122,0,0,26.103939,0,0,0,5.6825762,54.267685,7.0617924,0.65585804,0.26971695,0.19410507,0.34414193,0.73028308,0.15003687,226.4258,93.11599,67.012054,118.81017,252.11998,51.798122,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,345.23596,0,0,0,345.23596,0,6,0,3,0,0,1,-1.80813,68.918686,40.944977,124.1803,18.439579,2.7567475,18.868406,0,33.999886,75.473625,0,8.9316502,95.448868,19.909843,52.80703,14.702654,32.897186,128.34192,39.474712,0,150.28,0.41210872,5.8073549,3.2788389,9.1456223,345.23596,452.77576,54.267685,0,0,29.107641,146.4397,76.588638,94.740479,362.38998,1657,35,134,0.029935572,0.1318702,0,0,0,0,0.16342324623808,0
