Index,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
726,O1C(C)C(O)C(N)CC1OC1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3)C1=O)c2O,Idarubicin,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,0,0,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,2/6,Zhu  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers,Negative,0,72.081413,0,0,3,5,10,0,12,0,63,5,15,36,22,97.445915,1.5467606,0,0,26,0,0,27,0,1,9,0,0,1.4664588,-2.7535782,-0.55889869,0.62853855,2.7697804,-2.9030044,-0.48759016,0.63992786,2.7522323,-2.5258782,-0.42146042,0.7692644,2.9896884,35.562588,3,0.075000003,12,67,3,40,5,3,0.075000003,52,0,26.101564,19.724918,15.317472,16.687351,16.941084,11.712981,8.8954477,10.766639,6,5,0.80529827,14,0,-0.82896686,-0.44385508,0.076236002,3.0366912,-1.3636986,-0.35009593,0.063456468,3.0704389,-0.52195507,-0.21519879,0.1901965,3.2785268,27.5625,10.194003,4.6066899,22.196177,8.155673,3.6686783,5.0284657,10,6,1,1,1.373,-3.98912,12.495536,0,1,27,0,5,6,4,7.132,-7.132,3.6349845,-3.6349845,0.059794705,0.10665662,91.325539,70.171989,17.238026,36.530468,41.296692,0,0,39.703896,49.019615,0,0,0,40.700764,42.728794,0.70907009,0.40155524,0.19460341,0.29092991,0.59844476,0.0963265,303.98953,172.15306,83.429558,124.72624,256.56271,41.296692,0.5,1,7.132,-7.132,0.078519352,0.13881099,0.54199147,0.31924707,0.19460341,0.45800853,0.68075293,0.26340511,232.36029,136.86626,83.429558,196.35548,291.84952,112.92593,7,1,5,0.078519352,0.13881099,0.55555558,1.11577,134.4381,17.062834,71.307762,0,66.837883,18.868406,0,70.572739,44.20546,77.138885,12.39016,93.586426,101.54091,0,61.514725,32.897186,127.17796,17.062834,66.652031,176.61,0.33426812,6.321928,3.4970944,10.093611,428.71579,617.78351,45.708275,0,0,0,231.71974,40.084057,117.71844,497.5,3545,76,206,0.037508048,0.28856048,0.2,0,0,0
727,O1C(C)C(O)C(N)CC1OC1c2c(C[C@](O)(C1)C(=O)CO)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,Doxorubicin hydrochloride,,,1,Fourches,1,1,LiuR_2015,LiuZ_PLOS_SIDER,5,1,1,LiuZ_Pfizer,moderate hepatotoxic,1,LiuZ_OBrien,1,Ekins,,,,,,,7/7,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  LiuZ_OBrien  Ekins  Rodgers(NA),Positive,1,76.778999,0,0,3,5,12,0,12,0,68,6,18,39,23,106.63032,1.5680928,0,0,27,0,0,29,0,1,11,0,0,1.4874921,-2.7534289,-0.59744149,0.6347934,2.7712181,-2.9030905,-0.55116314,0.62079364,2.7499509,-2.5259449,-0.4290697,0.76558435,2.9902647,39.665005,5,0.11627907,12,72,3,43,6,5,0.11627907,57,0,28.386023,21.210136,15.947229,17.264702,18.427776,12.411801,8.6656675,10.43087,6,5,0.82178414,14,0,-0.82896698,-0.43987748,0.081412219,3.0640163,-1.3636994,-0.38165528,0.051285114,3.0932858,-0.52201724,-0.22808231,0.19622,3.3052013,30.457544,11.588773,5.1278634,24.961258,9.4452286,4.1628561,6.0452514,12,7,0,3,0.50700003,-3.8296001,13.280972,0,1,27,0,5,8,4,8.0240002,-8.0249996,4.2805691,-4.2805691,0.050776623,0.090570942,101.3185,97.900597,32.18932,36.530468,51.620865,0,0,33.211121,24.509808,0,0,0,40.700764,53.000088,0.69144922,0.3215026,0.19894804,0.30855078,0.67849743,0.10960273,325.65982,151.42178,93.700851,145.32172,319.55975,51.620865,0.5,1,8.0240002,-8.0249996,0.069790632,0.12336449,0.45454356,0.28638628,0.19894804,0.54545647,0.71361375,0.34650841,214.08162,134.88264,93.700851,256.8999,336.09888,163.19905,7,1,5,0.069790632,0.12336449,0.58974361,0.096770003,170.82321,17.062834,71.307762,20.926258,66.837883,54.252274,0,52.929554,44.20546,49.056297,13.18654,93.586426,137.92603,0,66.758156,32.897186,109.53477,37.98909,68.709885,206.07001,0.31356117,6.4262648,3.5642774,10.328881,470.98154,661.3963,48.212032,0,0,0,252.67822,40.084057,133.78912,543.52496,4392,83,220,0.07124994,0.21113487,0.0,0,0,1
728,O1C(C)C(OC2OC(C)C(O)C(O)(C2)C)C(N(C)C)C(C)C1OC1C(OC)C(O)CC(OC(C\C=C\C=C\C(OC2OC(C)C(N(C)C)CC2)C(CC1CC=O)C)C)=O,Spiramycin,,,1,Fourches,,,,,,,,,,,,,,,,,,,,1/1,Fourches,Positive,1,140.74226,0,0,3,5,14,0,0,0,135,3,17,59,39,190.20691,1.4089401,0,0,44,0,0,76,0,2,13,0,0,1.63589,-2.8324287,-0.46734902,0.53098208,2.8390026,-2.9362957,-0.39399061,0.47958913,2.7823255,-2.6029806,-0.35465571,0.6336602,3.0557477,104.28773,11,0.17741935,0,138,4,62,4,11,0.17741935,134,0,43.766491,37.547356,31.228804,31.954937,27.768204,21.606319,14.209033,15.022146,19,19,0.718629,22,0,-0.85645676,-0.33643878,0.043015186,3.4860997,-0.96268511,-0.28531399,-0.0084819477,3.4732432,-0.5347243,-0.17983155,0.1282361,3.6922965,51.632675,23.790178,14.244498,48.715179,22.42293,13.416243,18.514189,15,3,0,2,4.4007401,-4.4393902,22.212009,0,1,34,0,3,30,3,10.026,-10.026,5.8018188,-5.8018188,0.045671895,0.066985354,270.49228,128.34354,37.485058,33.464725,30.972517,14.708499,0,221.4984,86.514969,0,0,0,13.566921,56.89959,0.87007326,0.42338091,0.078826316,0.12992671,0.57661909,0.051100392,777.79895,378.47989,70.466515,116.14753,515.46661,45.681019,0.5,1,10.026,-10.026,0.065729104,0.080789946,0.59066838,0.13366139,0.10624386,0.40933162,0.86633861,0.30308777,528.02594,119.48613,94.976318,365.92056,774.46039,270.94424,11,1,4,0.065729104,0.080789946,0.42372882,3.6003001,76.155678,13.994092,254.09869,0,13.232388,166.97261,0,70.572739,132.07884,233.2821,22.004339,135.72354,82.404305,13.232388,98.229935,0,202.65158,7.7454643,420.39993,175.14999,0.2218456,6.9541965,4.163322,11.522773,893.94647,1170.4133,44.660133,0,0,0,655.61877,83.396225,85.360901,841.09296,14822,104,302,0.20273395,0.87709188,0.7,4,4,1
729,O1C(C)C(OC2OC(C)C(O)C(O)C2)C(O)CC1OC1C(OC(OC2CC3CCC4C(CC(O)[C@@]5(C)[C@]4(O)CCC5C4=CC(OC4)=O)[C@]3(CC2)C)CC1O)C,Digoxin,,,,,,,,LiuZ_PLOS_SIDER,0,0,0,LiuZ_Pfizer,,,,0,Ekins,,,,-1,0,Chen,1/6,Zhu  Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Chen,Negative,0,126.06275,0,0,3,5,13,0,0,0,119,6,19,55,37,163.52071,1.3741237,0,0,41,0,0,64,0,0,14,0,0,0.83296001,-2.9918089,-0.51897317,0.59784973,3.0046449,-2.9609215,-0.5179795,0.51271874,3.0420964,-2.7460811,-0.41606417,0.69056886,3.2458844,84.335251,7,0.11290322,0,126,2,62,4,7,0.11290322,124,0,39.18914,32.904205,26.954937,27.239393,26.01075,20.940874,15.900922,16.23942,21,18,0.76163107,28,0,-0.8040241,-0.37725595,0.080420911,3.5943801,-0.93971145,-0.3667036,-0.0071938075,3.633388,-0.54082054,-0.23303275,0.1465977,3.8064933,41.722164,15.794044,7.3444996,40.445259,15.3017,7.1126289,11.252386,14,6,0,3,3.3239999,-5.6707501,19.459574,0,1,43,0,8,13,5,8.8520002,-8.8520002,5.6055651,-5.6055651,0.051184613,0.06977392,213.23967,126.70229,14.714787,33.464725,61.945034,14.708499,0,128.06207,37.495354,0,0,0,13.566921,64.131531,0.78199822,0.34356678,0.10973879,0.21800177,0.65643322,0.10826298,553.67889,243.25589,77.698456,154.35199,464.77499,76.653534,0.5,1,8.8520002,-8.8520002,0.079755984,0.076818801,0.63429451,0.1301665,0.11285806,0.36570546,0.86983353,0.2528474,449.10013,92.161896,79.906998,258.93076,615.86902,179.02377,14,1,8,0.079755984,0.076818801,0.56363636,2.2181001,152.31136,7.7454643,197.59608,20.926258,17.643185,3.185575,0,17.643185,207.55246,166.63008,19.26108,100.86143,152.31136,17.643185,99.920227,0,225.19565,28.671722,166.63008,203.06,0.24682093,6.9541965,4.5297499,11.218669,708.03088,1025.3639,28.589458,0,0,0,462.88907,61.337753,109.99098,780.94897,14940,113,320,0.14684269,0.64018834,0.0,2,2,0
730,O1C(C=CC1N1C=C(C)C(=O)NC1=O)CO,Stavudine,,,,,1,1,LiuR_2015,LiuZ_PLOS_SIDER,5,1,1,LiuZ_Pfizer,severe hepatotoxic,0,LiuZ_OBrien,1,Ekins,A ,1,Rodgers,1,1,Chen,9/9,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  LiuZ_OBrien  Ekins  Rodgers  Chen,Positive,1,31.009516,0,0,1,1,4,0,0,0,28,2,6,16,7,48.367107,1.7273967,0,0,10,0,0,12,0,2,4,0,0,1.9460999,-2.4884458,-0.59814256,0.57626683,2.579932,-2.655112,-0.51746422,0.59233481,2.4952168,-2.2277255,-0.45896521,0.68409407,2.8320031,19.590485,2,0.11764706,0,29,4,17,4,2,0.11764706,25,0,11.706742,8.7130299,6.0938582,6.7151785,7.6133924,4.8828087,2.4469235,3.0436769,2,2,0.81734139,9,0,-0.79576361,-0.44621676,0.10635471,2.4092429,-1.1699483,-0.39539304,0.10893057,2.3636696,-0.51762009,-0.22545591,0.15988462,2.6574175,12.456747,5.1041665,2.6514049,9.2236729,3.6965046,1.8883283,2.1309593,6,2,1,0,-1.0140001,-0.79949999,5.5069818,0,1,11,1,2,2,0,4.0799999,-4.0799999,1.9166439,-1.9166439,0.17300071,0.20459382,31.750612,44.808994,4.9049287,18.014954,10.324173,12.949531,17.440542,31.002581,12.254904,0,0,13.566921,13.703812,10.271297,0.64588839,0.36561984,0.16987862,0.35411161,0.63438016,0.18423298,142.73697,80.799515,37.54203,78.256279,140.19374,40.714245,0.44444445,0.80000001,4.0799999,-4.0799999,0.17598039,0.16666667,0.36361289,0.36655551,0.28078613,0.63638711,0.63344449,0.35560101,80.355995,81.006294,62.051838,140.63725,139.98695,78.585419,5,0,2,0.17598039,0.16666667,1,-0.28459999,43.395977,13.213054,47.370575,20.926258,0,3.185575,0,52.500725,0,57.188232,5.4021502,58.724319,28.509541,18.01075,15.694046,0,52.500725,31.014997,33.326015,78.870003,0.56510133,5.0874629,2.8623741,7.6977053,220.99326,274.32355,29.637598,0,0,5.6825762,114.05048,43.339603,48.887096,224.21599,433,23,82,0.068592384,0.020734932,0.0,0,0,1
731,O1C(CC(=O)C(\C=C(/C)\C(O)C(OC)C(=O)C(CC(\C=C/C=C/C=C(/C)\C(OC)CC2OC(O)(C(=O)C(=O)N3C(CCCC3)C1=O)C(CC2)C)C)C)C)C(CC1CC(OC)C(OC(=O)C(CO)(CO)C)CC1)C,Temsirolimus,,,,,-1,0,LiuR_2015,,,,,,,,,,,,,,,,,0/1,LiuR,Negative,0,170.50299,0,0,4,6,14,0,0,0,160,4,18,73,49,221.76053,1.3860034,0,0,56,0,0,87,0,1,16,0,0,1.6303617,-2.8330986,-0.50154704,0.51039118,2.8199577,-2.8335586,-0.41795829,0.41087997,2.8642831,-2.5961514,-0.33855465,0.63162786,3.0536432,114.33301,10,0.13157895,0,163,10,76,6,11,0.14473684,153,0,54.370941,45.288654,38.153606,39.550949,34.476074,26.399334,20.010963,21.704636,15,15,0.72262818,25,0,-0.82385635,-0.3791796,0.0375483,3.4168706,-0.98243821,-0.30683601,-0.0077437707,3.4243174,-0.5353114,-0.20564693,0.13875143,3.6319649,65.518005,31.117285,18,57.674137,27.341902,15.796105,21.601652,17,4,0,3,6.00174,-7.7574301,27.583822,0,1,44,0,3,33,4,11.628,-11.628,6.9313393,-6.9313393,0.042733159,0.056827072,344.44955,169.59265,21.414337,8.458519,42.405235,50.82505,0,147.67325,167.26781,0,0,0,81.401527,46.092697,0.79554605,0.40982145,0.11809607,0.20445393,0.59017855,0.086357869,858.85608,442.43527,127.49422,220.7245,637.14532,93.230286,0.44,0.78571427,11.628,-11.628,0.056673545,0.058479533,0.60898077,0.19029678,0.14489062,0.39101923,0.80970323,0.2461286,657.44385,205.44072,156.42111,422.13678,874.13989,265.71567,14,1,4,0.056673545,0.058479533,0.31506848,5.7224002,101.54091,40.936859,258.43515,60.292095,26.464777,112.52275,0,105.85911,226.42087,266.60812,27.12892,209.17262,104.66522,26.464777,55.633663,0,332.27997,98.104637,372.75974,241.96001,0.1869307,7.2479277,4.3876748,12.146338,1079.5806,1425.7719,91.41655,0,0,0,774.78973,73.858147,145.68423,1030.303,27223,131,368,0.28389287,0.97966748,1.0,4,4,0
732,O1C(CC(=O)C(\C=C(/C)\C(O)C(OC)C(=O)C(CC(\C=C\C=C\C=C(/C)\C(OC)CC2O[C@@](O)(C(=O)C(=O)N3C(CCCC3)C1=O)C(CC2)C)C)C)C)C(CC1CC(OC)C(O)CC1)C,Sirolimus (Rapamycin),,,1,Fourches,,,,LiuZ_PLOS_SIDER,3,1,,,,,,,,,,,,,,4/4,Zhu  Fourches  LiuR  LiuZ_SIDER,Positive,1,153.96265,0,0,3,5,12,0,0,0,144,3,15,65,45,197.07111,1.3685493,0,0,51,0,0,79,0,1,13,0,0,1.6237953,-2.8329666,-0.48721117,0.51208436,2.813246,-2.8330843,-0.42144394,0.43149006,2.8616648,-2.5944512,-0.34258419,0.63051718,3.0489113,102.71336,6,0.088235296,0,147,9,68,5,6,0.088235296,138,0,48.172268,40.610729,34.739395,36.059383,30.749584,23.924021,18.553858,20.208853,15,14,0.71239221,21,0,-0.82385641,-0.37859389,0.039430682,3.3729167,-0.98243821,-0.30816215,-0.0082308864,3.3818367,-0.53576142,-0.20535399,0.14012682,3.5895531,57.577854,27.5625,16,50.603405,24.173399,14.012291,18.819328,14,3,0,3,6.8740001,-7.5935502,24.871212,0,1,44,0,3,29,4,9.948,-9.948,5.9145899,-5.9145899,0.050079215,0.065808788,331.65338,122.62852,21.414337,8.458519,32.081062,36.11655,0,128.92557,167.26781,0,0,0,67.834602,35.8214,0.81951976,0.41992086,0.10885929,0.18048026,0.58007914,0.071620971,780.34814,399.8494,103.65601,171.85362,552.35236,68.197609,0.33333334,0.5,9.948,-9.948,0.066244468,0.068355449,0.63940066,0.19071852,0.13923824,0.36059931,0.80928147,0.22136109,608.83844,181.60251,132.58289,343.36331,770.59924,210.78041,14,1,4,0.066244468,0.068355449,0.23076923,6.1806002,76.155678,33.191395,223.57303,18.439579,26.464777,112.52275,0,105.85911,226.42087,233.2821,24.513741,174.31052,79.279991,26.464777,55.633663,0,332.27997,48.50666,339.43372,195.42999,0.20525523,7.0874629,4.1533117,11.824403,952.20178,1283.2635,77.849632,0,0,0,701.26434,56.645889,118.55039,914.18695,19273,115,328,0.10012364,0.97203255,0.9,4,4,1
733,O1C(CC(O)CC1=O)CCC1C2C(=CC(CC2OC(=O)C(CC)(C)C)C)C=CC1C,Simvastatin,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,5,1,,,moderate hepatotoxic,1,LiuZ_OBrien,0,Ekins,I ,0,Rodgers,0,1,Chen,6/8,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_OBrien  Ekins  Rodgers  Chen,Positive,1,73.348137,0,0,2,3,3,0,0,0,68,1,4,30,23,86.820183,1.2767674,0,0,25,0,0,38,0,0,5,0,0,1.7068959,-2.8238933,-0.46233815,0.54714477,2.8053854,-2.7887516,-0.41763112,0.5361324,2.8572726,-2.5752842,-0.37008491,0.63818198,3.0542758,47.289867,6,0.1875,0,70,4,32,5,7,0.21875,66,0,22.051678,19.09635,17.016144,17.637465,14.101393,11.588778,10.042678,10.736349,7,7,0.6937654,13,0,-0.7955026,-0.33322459,0.039567653,3.135808,-0.87573683,-0.27061674,0.052338317,3.1980629,-0.53543341,-0.20116997,0.13809083,3.3634071,24.638672,10.29244,6.0810113,21.922131,9.1191759,5.3717871,6.6637254,5,1,1,0,4.4200001,-4.4295201,11.688961,0,1,17,1,3,7,1,3.5439999,-3.5439999,2.2961459,-2.2961459,0.11676531,0.17037265,140.92828,49.008415,0,0,10.324173,29.416998,0,37.013794,130.5031,0,0,0,27.133842,12.775052,0.81777763,0.47454599,0.091303043,0.18222238,0.52545398,0.090919331,357.45358,207.42578,39.908894,79.650063,229.67787,39.741173,0.46153846,0.85714287,3.5439999,-3.5439999,0.18594807,0.1918736,0.7280401,0.18046553,0.14737625,0.2719599,0.81953448,0.12458362,318.229,78.882149,64.418701,118.87466,358.2215,54.455959,7,1,3,0.18594807,0.1918736,0.46666667,4.5855999,25.385227,15.490929,89.130157,0,17.643185,3.185575,0,52.929554,113.21043,166.63008,11.54548,69.724205,25.385227,17.643185,22.591522,0,166.13998,15.490929,166.63008,72.830002,0.37005648,6,3.5049002,9.5475283,437.10364,603.33649,27.133842,0,0,0,325.73697,34.424511,40.700764,418.57401,2440,50,158,0.55089402,0.75671715,1.0,1,2,1
734,O1C(CC(O)CC1=O)CCC1C2C(=CC(CC2OC(=O)C(CC)C)C)C=CC1C,Lovastatin,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,4,1,,,moderate hepatotoxic,1,LiuZ_OBrien,0,Ekins,A ,1,Rodgers,0,1,Chen,7/8,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_OBrien  Ekins  Rodgers  Chen,Positive,1,70.254547,0,0,2,3,3,0,0,0,65,1,4,29,22,83.687866,1.2875056,0,0,24,0,0,36,0,0,5,0,0,1.6834055,-2.8231277,-0.49690759,0.56487781,2.8041193,-2.7874877,-0.46106943,0.55501044,2.8566062,-2.5744784,-0.38365576,0.65576065,3.0530977,45.103451,6,0.19354838,0,67,4,31,5,7,0.22580644,63,0,21.129028,18.1737,16.093494,16.714813,13.778096,11.259498,9.713398,10.413052,8,8,0.69881129,13,0,-0.79550207,-0.36795142,0.049645074,3.1030049,-0.87573683,-0.29109639,0.077497445,3.1648967,-0.53533542,-0.21560857,0.14959437,3.3314013,23.658689,10.543388,6.0357141,20.961767,9.2993469,5.3058376,6.7217503,5,1,1,0,4.0640001,-4.2277498,11.266318,0,1,17,1,3,7,0,3.5439999,-3.5439999,2.2513576,-2.2513576,0.11782711,0.17376204,132.39751,49.008415,0,0,10.324173,29.416998,0,37.013794,111.75542,0,0,0,27.133842,12.775052,0.80564868,0.46038678,0.09738028,0.19435132,0.53961319,0.096971028,330.17514,188.67812,39.908894,79.650063,221.14709,39.741173,0.46153846,0.85714287,3.5439999,-3.5439999,0.18594807,0.1918736,0.70993817,0.19247754,0.15718579,0.29006186,0.80752248,0.13287605,290.95053,78.882149,64.418701,118.87466,330.94305,54.455959,7,1,3,0.18594807,0.1918736,0.44827586,4.1954999,25.385227,15.490929,89.130157,0,22.05398,3.185575,0,52.929554,113.21043,133.30406,11.08378,69.724205,25.385227,22.05398,22.591522,0,166.13998,15.490929,133.30406,72.830002,0.3796615,5.9541965,3.4917691,9.4474201,409.8252,578.90735,27.133842,0,0,0,298.53705,34.424511,40.700764,404.547,2246,47,150,0.22069438,0.70912671,0.6,0,1,1
735,O1C(CC(O)\C=C/C(C(O)C(\C=C(/CC(C(O)C(C(OC(=O)N)C(\C=C/C=C)C)C)C)\C)C)C)C(C)C(O)C(C)C1=O,Discodermolide,,,1,Fourches,,,,,,,,,,,,,,,,,,,,1/1,Fourches,Positive,1,102.26962,0,0,4,6,6,0,0,0,97,5,11,42,31,131.75175,1.3582655,0,0,33,0,0,55,0,1,8,0,0,2.5683923,-2.7571249,-0.45269704,0.52288312,2.7816167,-2.8168204,-0.41524383,0.53035736,2.7584252,-2.5275211,-0.34052616,0.62383461,2.9983835,65.214386,16,0.38095239,0,97,6,42,10,17,0.40476191,91,0,32.308674,26.590174,22.590975,23.894459,19.507921,15.048054,12.438682,13.833477,13,13,0.69450796,23,0,-0.80116206,-0.33351001,0.04125854,3.0854907,-1.3703668,-0.30087179,0.059226967,3.1263192,-0.53509408,-0.19490199,0.12837377,3.3061934,40.023811,19.500595,13.10649,34.992096,16.990986,11.392717,14.155957,9,6,0,2,4.2399998,-4.9197302,16.434278,0,1,10,0,1,17,4,7.5479999,-7.5479999,4.1025872,-4.1025872,0.087354377,0.095345065,157.98982,89.144974,0,17.238026,41.296692,14.708499,19.199511,27.44899,229.27298,0,0,13.566921,16.070677,40.225037,0.78223419,0.49024794,0.10487332,0.21776581,0.50975209,0.11289249,521.09479,326.58459,69.862633,145.06734,339.57751,75.204704,0.47826087,0.91666669,7.5479999,-7.5479999,0.10333864,0.10598834,0.60180211,0.25204355,0.21525098,0.39819789,0.74795645,0.18294691,400.89777,167.90187,143.39206,265.26434,498.26025,121.8723,12,1,1,0.10333864,0.10598834,0.2857143,4.2968998,134.4381,15.0621,84.673889,0,30.875572,3.185575,0,105.85911,37.736813,322.57114,16.397961,69.724205,101.54091,30.875572,41.997471,32.897186,143.59592,15.0621,298.70892,159.53999,0.27619544,6.3923173,4.3040366,10.463449,666.16211,854.99664,27.133842,0,0,17.742489,459.56345,38.915524,99.144012,593.802,7665,66,200,0.035148911,0.73849946,0.5,4,4,1
736,O1C(CC(OC(=O)C(NC=O)CC(C)C)CCCCCCCCCCC)C(CCCCCC)C1=O,Orlistat,,,,,1,1,LiuR_2015,LiuZ_PLOS_SIDER,1,0,,,,,,,,,,,1,1,Chen,4/5,LiuR  LiuZ_SIDER  Chen,Positive,1,91.490028,0,0,2,3,3,0,0,0,88,1,4,35,26,112.35911,1.276808,0,0,29,0,0,53,0,1,5,0,0,2.5549126,-2.767487,-0.4415189,0.5038355,2.7908156,-2.7941501,-0.43000793,0.49762604,2.8377249,-2.5376472,-0.33085784,0.588934,3.0116801,65.305969,22,0.62857145,0,88,3,35,15,24,0.6857143,85,0,25.890694,23.026159,20.484917,20.769375,16.921453,14.530041,12.429088,12.518404,4,4,0.66135263,20,0,-0.81856513,-0.34089881,0.057343159,2.9890697,-1.1625131,-0.27744561,0.066143878,3.04775,-0.55129367,-0.20032698,0.12520199,3.1972024,33.028572,20.989796,15.111111,30.035248,19.032288,13.673166,16.332556,6,1,1,1,8.8669996,-10.21151,14.455365,1,1,4,0,1,22,3,3.2780001,-3.2780001,2.8501995,-2.8501995,0.099993922,0.12160805,213.43983,22.606016,7.4113464,8.6190128,22.995895,29.416998,0,26.103939,188.10779,0,0,0,40.700764,5.1444035,0.82595205,0.46064782,0.081207141,0.17404793,0.53935218,0.092840783,466.28793,260.05688,45.845165,98.258057,304.48911,52.412895,0.5,1,3.2780001,-3.2780001,0.20347773,0.22269677,0.78773582,0.081207141,0.081207141,0.21226418,0.91879284,0.13105704,444.7131,45.845165,45.845165,119.83289,518.70081,73.987724,10,1,1,0.20347773,0.22269677,0.2857143,6.8818998,18.01075,15.490929,130.22209,0,8.8215923,0,0,0,320.76288,133.30406,14.09127,93.586426,0,26.832342,16.919268,0,320.76288,15.490929,153.02045,81.699997,0.31599712,6.129283,4.029717,9.9786997,564.54602,749.59253,40.700764,0,0,5.6825762,414.41187,60.973995,46.383339,495.745,4600,41,154,0.15578455,0.47447231,0.9,2,4,1
